"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","miscarriageslt15","miscarriages1517","miscarriages1819","miscarriages1519","miscarriageslt20","miscarriages2024","miscarriages2529","miscarriages3034","miscarriages3539","miscarriages40plus","populationlt15","population1517","population1819","population1519","populationlt20","population2024","population2529","population3034","population3539","population40plus","population1544","pregnancyratetotal","miscarriagestotal","pregnanciestotal","notes","versiondate"
"IN",1988,12.8,55,136.8,89.7,92,173.1,151.6,85.5,30.5,5.7,480,6820,12540,19360,19850,37810,36060,19830,6410,1040,60,980,1800,2790,2850,5700,5650,3100,970,150,37713,124102,91676,215778,215778,218455,237811,231901,210349,181653,1295947,93.4,18420,120990,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IN",1992,11.5,55.6,149.9,94.4,96.7,175.1,163,92.6,33.1,6.5,450,6530,12290,18820,19270,38900,34890,22080,7740,1360,60,960,1810,2770,2830,5830,5450,3460,1180,200,39276,117398,81963,199361,199361,222207,214083,238380,233624,211481,1319136,94.2,18950,124260,""," 1 Mar 2021"
"IN",1996,10,51.3,137,86.1,88.1,169.6,152.6,101.6,37.4,7.4,430,6580,12000,18570,19000,34940,32690,22780,9250,1720,60,980,1790,2770,2830,5290,5130,3600,1430,260,42687,128106,87575,215681,215681,206092,214201,224291,247519,232427,1340211,89.8,18540,120390,""," 1 Mar 2021"
"IN",2000,6.5,39.1,118.7,72.4,73.7,172.4,169.6,109.5,42.4,8.8,280,5030,11000,16030,16310,36380,34030,22900,10140,2130,40,760,1680,2440,2480,5620,5380,3660,1590,320,43287,128694,92669,221363,221363,211041,200648,209193,239080,242926,1324251,92,19050,121890,""," 1 Mar 2021"
"IN",2005,4.1,30.3,106,61,61.8,157.1,171.7,115.7,47.5,9.8,180,4060,9700,13760,13950,34960,34340,23480,10060,2340,30,620,1500,2120,2140,5440,5470,3760,1590,360,45502,134102,91501,225603,225603,222589,199981,202989,211705,238706,1301573,91.5,18760,119130,""," 1 Mar 2021"
"IN",2006,5,29.7,104.6,59.7,60.7,160.9,170,117.1,49.3,9.5,220,4060,9600,13660,13890,35620,35010,23200,10540,2200,30,620,1490,2110,2140,5570,5580,3720,1660,340,44844,136914,91763,228677,228677,221392,205971,198022,213808,232741,1300611,92.6,19010,120450,""," 1 Mar 2021"
"IN",2007,4.4,31.1,106.1,61.4,62.3,160.6,171.3,119.5,48,9.7,200,4280,9930,14210,14400,35330,35840,23470,10280,2200,30,660,1540,2200,2220,5540,5730,3760,1620,340,44500,137648,93624,231272,231272,219955,209192,196474,214322,226631,1297846,93.6,19220,121520,""," 1 Mar 2021"
"IN",2008,4.8,29.2,100.3,58.6,59.5,157.9,168.6,117.9,48.1,10.1,210,3980,9690,13670,13880,34740,35580,23330,10270,2220,30,610,1510,2120,2150,5440,5680,3740,1630,340,44398,136634,96563,233197,233197,219949,211001,197785,213502,220222,1295656,92.6,18980,120010,""," 1 Mar 2021"
"IN",2009,4.3,29.6,97.2,58,58.8,149.8,164.9,117.2,46.5,10.6,190,4000,9530,13530,13720,33280,34730,23440,9810,2260,30,610,1480,2100,2120,5210,5550,3760,1550,350,43925,135366,97971,233337,233337,222095,210545,200014,211181,213635,1290807,90.8,18540,117230,""," 1 Mar 2021"
"IN",2010,4,26.4,90.2,53.1,53.8,139.3,161.9,116.9,47.6,10.6,170,3550,8720,12280,12450,31310,33790,23840,9850,2250,20,550,1350,1900,1930,4890,5400,3830,1560,350,44008,134496,96738,231234,231234,224801,208738,203916,206944,211836,1287469,88.2,17950,113490,""," 1 Mar 2021"
"IN",2011,3.9,22.5,85.5,48.6,49.3,133.4,162.6,117.7,48.6,10.9,170,3000,8050,11050,11220,30670,33790,24410,9800,2340,20,470,1260,1720,1750,4810,5420,3930,1550,360,43912,133375,94079,227454,227454,229964,207791,207481,201609,213387,1287686,87.2,17810,112230,""," 1 Mar 2021"
"IN",2012,2.6,21.7,80.7,45.8,46.3,130.4,161.6,118.3,48.5,10.4,120,2880,7360,10230,10350,30750,33390,24740,9650,2210,20,450,1150,1600,1620,4840,5350,3990,1530,340,44147,132567,91095,223662,223662,235778,206586,209156,199126,213047,1287355,86.3,17670,111090,""," 1 Mar 2021"
"IN",2013,2.4,19.4,75.1,42,42.4,127.8,160.8,117.7,51.1,10.6,110,2570,6780,9350,9460,30520,33310,24890,10200,2250,20,400,1070,1460,1480,4810,5340,4010,1620,350,44405,132634,90265,222899,222899,238856,207081,211514,199357,212088,1291795,85.6,17610,110630,""," 1 Mar 2021"
"IN",2014,2.2,17,72.2,39.2,39.6,125.5,163.4,123.5,52.1,10.9,100,2270,6450,8710,8810,30150,34220,26070,10490,2290,10,350,1010,1360,1370,4740,5480,4210,1670,360,45292,133110,89220,222330,222330,240151,209474,211055,201545,209569,1294124,86.6,17830,112030,""," 1 Mar 2021"
"IN",2015,2.5,15.7,68.2,36.5,37,123.8,164.4,125.5,53,11.4,110,2110,6030,8130,8240,29450,34870,26310,10850,2340,20,330,940,1270,1280,4620,5590,4250,1730,360,44531,134313,88352,222665,222665,237967,212128,209564,204592,205349,1292265,86.7,17830,112060,""," 1 Mar 2021"
"IN",2016,2.1,13.8,62.9,33.3,33.7,119.3,160.1,128,54.8,12,90,1860,5590,7460,7550,28040,34820,26750,11420,2400,10,290,870,1160,1170,4390,5570,4320,1820,370,43254,134741,88994,223735,223735,234989,217449,209011,208227,199606,1293017,85.8,17640,110970,""," 1 Mar 2021"
"IN",2017,1.9,13.1,62,32.6,33,117.3,156,129,53.9,11.8,80,1750,5520,7280,7360,27130,34850,26870,11370,2340,10,270,860,1120,1140,4250,5560,4340,1810,360,43489,133784,89126,222910,222910,231367,223392,208353,210765,197862,1294649,84.9,17460,109910,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"KS",1988,8.6,58.2,135.1,90.4,92,176.7,160,95.2,32.5,6.3,130,2910,4860,7770,7900,16050,17150,9910,2980,480,20,390,710,1100,1120,2490,2740,1590,470,70,15647,49973,35966,85939,85939,90816,107193,104125,91703,76672,556448,97.9,8480,54480,""," 1 Mar 2021"
"KS",1992,9.4,53.9,147.2,90.3,92.2,176.2,163.5,100.8,38.2,7.2,160,2740,4790,7540,7700,15570,15050,10580,3930,650,20,390,720,1110,1130,2390,2400,1690,620,100,17330,50911,32558,83469,83469,88335,92082,104975,102975,90034,561870,95.2,8320,53490,""," 1 Mar 2021"
"KS",1996,8,46.5,127.5,78,79.6,165.9,159.8,108.6,43.1,8.5,160,2720,4730,7440,7600,13860,14190,10440,4670,860,20,390,710,1110,1130,2130,2240,1670,730,130,19844,58451,37047,95498,95498,83531,88772,96117,108343,102052,574313,89.9,8020,51620,""," 1 Mar 2021"
"KS",2000,6.3,35.5,117.8,68.7,69.9,172.8,175.8,126.5,47.6,10.6,130,2170,4870,7040,7160,15890,14660,10930,4910,1130,20,320,750,1070,1080,2460,2330,1750,780,170,20016,61125,41329,102454,102454,91953,83385,86356,103211,106678,574037,95.3,8580,54680,""," 1 Mar 2021"
"KS",2005,4.6,29.2,101.8,58.5,59.4,153.7,188.6,125.5,56.9,11.1,90,1760,4150,5910,6000,15860,15420,10710,4910,1140,10,270,640,910,920,2480,2460,1720,780,180,19387,60328,40782,101110,101110,103199,81791,85316,86296,102068,559780,96.6,8540,54050,""," 1 Mar 2021"
"KS",2006,5.4,29.5,104.4,59.6,60.7,156.1,191.8,130.2,57.7,11.7,110,1770,4210,5980,6090,16000,16300,10840,5020,1140,10,270,650,920,930,2510,2600,1740,800,180,19759,60004,40349,100353,100353,102516,84961,83278,87122,97629,555859,99.7,8760,55400,""," 1 Mar 2021"
"KS",2007,4.7,31.4,105.2,61,61.9,160.5,189.4,133.6,58.5,12.1,90,1890,4250,6140,6230,16130,16910,11190,5100,1140,10,290,660,950,960,2520,2700,1800,810,170,19180,60169,40394,100563,100563,100468,89290,83766,87104,93824,555015,102.2,8970,56700,""," 1 Mar 2021"
"KS",2008,4.4,31.6,107.8,63,63.8,160,181.8,134.2,55.6,11.7,80,1860,4430,6280,6370,16030,16840,11300,4860,1040,10,280,690,970,980,2510,2690,1820,770,160,18818,58771,41052,99823,99823,100164,92649,84239,87348,89445,553668,101.9,8930,56440,""," 1 Mar 2021"
"KS",2009,3.5,28.6,103.6,59.4,60,154,175,130.9,54.1,12.2,70,1670,4210,5890,5950,15250,16730,11350,4650,1070,NA,260,660,920,930,2410,2690,1830,740,170,19172,58454,40675,99129,99129,99024,95594,86674,85967,87182,553570,99.3,8760,54990,""," 1 Mar 2021"
"KS",2010,3.3,26.3,91.3,53.1,53.7,146,167.4,127.3,55.2,12.9,60,1520,3710,5230,5290,14470,16230,11360,4700,1110,NA,240,590,830,840,2300,2620,1840,750,180,19196,57976,40595,98571,98571,99149,96917,89215,85027,86552,555431,95.7,8530,53170,""," 1 Mar 2021"
"KS",2011,4.2,21.5,86.4,48.2,49,137.6,167.1,126.3,54.3,11.9,80,1240,3490,4730,4810,13750,16140,11550,4540,1030,10,190,550,750,760,2180,2610,1870,730,160,19056,57710,40386,98096,98096,99964,96621,91380,83656,86756,556473,93.1,8320,51830,""," 1 Mar 2021"
"KS",2012,2.5,20.2,84.4,46.4,46.9,133.6,171.4,129.6,58.5,12.5,50,1160,3340,4500,4550,13700,16390,12090,4900,1080,NA,180,530,710,720,2180,2650,1960,790,170,19325,57483,39585,97068,97068,102534,95590,93273,83657,86582,558704,94.3,8460,52700,""," 1 Mar 2021"
"KS",2013,2.4,17.5,73.6,40.3,40.8,124.9,168.6,129.9,57,12.6,50,1010,2900,3910,3960,12940,15800,12330,4830,1090,NA,160,460,620,620,2050,2550,2000,770,170,19319,57469,39424,96893,96893,103611,93730,94957,84638,85876,559705,91,8160,50940,""," 1 Mar 2021"
"KS",2014,1.9,16.2,69.4,37.7,38.1,120.5,171.7,136.5,58.5,11.9,40,930,2710,3650,3690,12570,15870,13080,5040,1000,NA,150,430,570,580,1990,2560,2130,810,160,19631,57666,39097,96763,96763,104342,92439,95823,86139,84295,559801,91.5,8220,51250,""," 1 Mar 2021"
"KS",2015,1.3,13.7,66.3,34.7,34.9,118,172.5,136,59.4,12.7,20,790,2560,3360,3380,12390,15890,13050,5250,1050,NA,120,410,530,530,1970,2570,2120,840,170,19477,58182,38662,96844,96844,104993,92120,95981,88363,82623,560924,90.9,8200,51010,""," 1 Mar 2021"
"KS",2016,1.8,13.1,55.7,30,30.4,111.9,165.3,139.1,59.4,12.9,30,760,2150,2910,2940,11620,15250,13290,5380,1050,NA,120,340,460,460,1850,2460,2160,870,160,19023,58296,38540,96836,96836,103903,92246,95583,90566,81101,560235,88.4,7960,49540,""," 1 Mar 2021"
"KS",2017,1.4,11.2,57.4,29.7,30,105.4,160,135,58.8,12.8,30,650,2220,2870,2890,10780,14880,12690,5410,1040,NA,100,350,450,450,1710,2400,2060,870,160,19539,57875,38591,96466,96466,102277,92998,93972,91989,81222,558924,85.3,7660,47700,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"KY",1988,13,65.4,142.1,97.2,99.5,160.3,124.7,69.1,24.1,4.5,340,5470,8370,13840,14180,23520,19880,10800,3430,550,40,790,1260,2050,2090,3640,3170,1710,530,80,25990,83564,58919,142483,142483,146751,159368,156365,142300,122280,869547,83.2,11220,72370,""," 1 Mar 2021"
"KY",1992,14.7,63.2,151.5,99,101.9,171.5,137.8,76.3,27.3,5.4,400,5060,8250,13310,13710,24640,19970,12150,4210,760,50,740,1260,2000,2050,3820,3170,1930,660,110,27151,80078,54410,134488,134488,143655,144918,159177,154576,141407,878221,85.9,11750,75440,""," 1 Mar 2021"
"KY",1996,10.9,52.6,137.2,86.7,88.8,157.9,136.6,80.3,30.2,5.7,310,4510,7920,12440,12740,21740,19240,12370,4950,880,40,700,1230,1930,1970,3400,3060,1980,780,130,28161,85741,57750,143491,143491,137665,140845,153988,164116,153673,893778,80.5,11330,71930,""," 1 Mar 2021"
"KY",2000,8,40.2,124.4,75.1,76.6,168.2,147.6,90.7,35.1,6.9,220,3320,7290,10620,10830,23590,20400,13000,5690,1120,30,520,1150,1670,1700,3740,3270,2090,900,170,27104,82795,58655,141450,141450,140243,138170,143373,161892,162880,888008,84,11880,74630,""," 1 Mar 2021"
"KY",2005,4.8,33.4,111.5,64.7,65.6,156.2,154.9,100.1,41.3,8,140,2800,6230,9040,9170,22910,21110,13940,5970,1300,20,440,1000,1430,1450,3650,3400,2250,950,200,28489,83884,55897,139781,139781,146652,136318,139196,144574,161375,867896,85.7,11890,74400,""," 1 Mar 2021"
"KY",2006,5,35.2,124.5,70.5,71.5,163,154.8,102.2,42.2,8.1,140,3020,6970,9990,10130,23250,21950,13810,6170,1280,20,470,1110,1580,1600,3710,3540,2230,980,200,28368,85654,56003,141657,141657,142648,141836,135155,146160,158607,866063,88.4,12260,76590,""," 1 Mar 2021"
"KY",2007,6.8,35.2,125.7,71.1,72.5,167.1,156.8,103.1,42.3,8.9,190,3050,7170,10210,10400,23710,22510,13770,6190,1370,30,470,1140,1610,1640,3790,3640,2220,990,210,27848,86561,56998,143559,143559,141866,143615,133606,146307,154527,863480,90.3,12480,77960,""," 1 Mar 2021"
"KY",2008,6.1,34.4,124.2,70.8,72,165.4,151.7,103.9,41.7,8.9,170,2970,7320,10290,10460,23320,21920,13960,6070,1340,20,460,1170,1630,1650,3710,3520,2250,970,210,27382,86374,58946,145320,145320,141002,144511,134374,145641,151131,861979,89.4,12310,77070,""," 1 Mar 2021"
"KY",2009,5.1,34.6,114,67.5,68.5,161.2,151.1,104.5,41.2,9.1,140,2930,6860,9790,9930,22780,21670,14220,5900,1340,20,460,1090,1550,1570,3640,3490,2290,940,210,27776,84806,60171,144977,144977,141342,143448,136014,143364,147359,856504,88.6,12130,75850,""," 1 Mar 2021"
"KY",2010,4.5,30.6,107,62.4,63.3,152.2,147.5,102.5,41.6,9.5,120,2580,6430,9000,9120,21940,20870,14310,5860,1390,20,400,1020,1430,1440,3500,3360,2310,930,210,27145,84153,60026,144179,144179,144155,141448,139591,140919,145744,856036,85.9,11750,73500,""," 1 Mar 2021"
"KY",2011,3.8,27.5,103.1,58.5,59.2,144.3,150.1,103.5,42.9,9.5,100,2290,5960,8250,8350,21520,20980,14700,5890,1400,10,360,950,1310,1320,3430,3380,2380,940,220,27403,83160,57830,140990,140990,149157,139710,142014,137335,147120,856326,85.1,11660,72850,""," 1 Mar 2021"
"KY",2012,3.9,24.6,99.5,54.9,55.6,142,154.5,105.9,43,8.9,110,2030,5560,7590,7700,21700,21300,15120,5840,1310,20,320,890,1210,1220,3470,3430,2450,930,200,27861,82506,55916,138422,138422,152852,137862,142675,135770,147047,854628,85.4,11700,72960,""," 1 Mar 2021"
"KY",2013,2.9,22.5,96.3,52.1,52.7,138,152.4,108.3,44.6,9.3,80,1870,5350,7220,7300,21390,20920,15500,6050,1360,10,290,850,1150,1160,3420,3390,2510,970,210,28064,83008,55553,138561,138561,155005,137225,143112,135761,145597,855261,84.8,11660,72520,""," 1 Mar 2021"
"KY",2014,2.9,20.4,88.1,47.2,47.8,137.6,156,111.8,46.9,9,80,1710,4820,6530,6610,21210,21710,15870,6410,1290,10,270,770,1040,1050,3400,3510,2570,1020,200,28357,83620,54658,138278,138278,154121,139138,141952,136655,142824,852968,85.7,11750,73100,""," 1 Mar 2021"
"KY",2015,3.1,17.9,81.1,42.8,43.4,136.9,155.4,112.4,47.6,10,90,1520,4460,5970,6060,20660,22160,15680,6600,1400,10,240,710,950,960,3310,3580,2550,1060,220,27840,84627,54915,139542,139542,150911,142624,139535,138828,139936,851376,85.2,11690,72570,""," 1 Mar 2021"
"KY",2016,2.7,16.4,78.4,40.9,41.4,131.3,149.6,117.8,49.2,9.8,70,1380,4340,5730,5800,19340,22040,16210,6930,1330,10,220,700,910,920,3110,3560,2640,1110,210,27171,84558,55417,139975,139975,147322,147394,137595,140856,135821,848963,84.4,11550,71650,""," 1 Mar 2021"
"KY",2017,2.3,NA,NA,38.5,39,129.4,147,117.9,49.6,10.4,60,NA,NA,5380,5450,18830,22170,16090,7010,1400,NA,NA,NA,860,870,3030,3580,2610,1120,220,27535,83811,56073,139884,139884,145533,150769,136521,141448,134368,848523,83.6,11430,70960,""," 1 Mar 2021"
"LA",1988,20.8,68.9,161.7,107.1,110.9,189.1,160.9,92.6,36.7,7.9,680,7120,11670,18790,19470,33540,30270,17130,5940,1070,100,1070,1730,2800,2900,5140,4740,2660,890,150,32400,103295,72197,175492,175492,177343,188159,184966,161783,135078,1022821,105,16480,107420,""," 1 Mar 2021"
"LA",1992,20.3,72.7,160.5,108.1,112.3,183.8,152.7,88.5,34.4,6.9,680,7060,10530,17590,18270,30660,25520,16200,6110,1070,100,1100,1620,2730,2820,4770,4050,2570,950,160,33355,97133,65629,162762,162762,166835,167127,183128,177796,154456,1012104,96.7,15320,97830,""," 1 Mar 2021"
"LA",1996,17.1,62,150.9,97.1,100.6,175.1,145.5,92.3,36.6,8.3,620,6710,10660,17370,17990,27780,23100,15620,6770,1420,90,1030,1640,2660,2760,4250,3610,2470,1050,210,36281,108226,70623,178849,178849,158638,158742,169186,185101,170093,1020609,90.8,14350,92670,""," 1 Mar 2021"
"LA",2000,13.1,49.8,140.1,86.9,89.4,185.8,154.2,100.5,39.6,7.9,460,5340,10450,15780,16240,30750,23060,15590,6950,1410,70,830,1630,2460,2530,4780,3620,2480,1090,210,34788,107150,74587,181737,181737,165522,149546,155127,175685,178312,1005929,93.4,14720,94000,""," 1 Mar 2021"
"LA",2005,9.1,35.3,113.6,67.3,69,155.5,145.6,93.9,41.2,9,310,3600,7980,11580,11890,28040,22980,13710,6320,1560,40,560,1240,1790,1840,4370,3620,2180,990,240,33537,101907,70248,172155,172155,180269,157865,146036,153221,173090,982636,86,13220,84490,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19-year-olds in neighboring states (TX, MS, AR). Proportion of abortions had by other age-groups based on supplemental data from state Department of Health."," 1 Mar 2021"
"LA",2006,10.9,40.1,131.5,77,79.1,180.9,160.1,106.1,45,9.6,340,3840,8560,12400,12730,29640,24210,13870,6430,1520,50,590,1320,1910,1960,4610,3800,2190,1000,230,30888,95858,65047,160905,160905,163849,151176,130715,142649,158571,907865,97.4,13800,88390,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19-year-olds in neighboring states (TX, MS, AR). Proportion of abortions had by other age-groups based on supplemental data from state Department of Health."," 1 Mar 2021"
"LA",2007,11.2,41.9,135.3,80.1,82.2,188.7,163.3,111.3,47.4,9.7,340,4020,9000,13020,13360,31270,25740,14690,6770,1500,50,610,1390,2000,2050,4820,4040,2320,1060,230,30570,96096,66484,162580,162580,165712,157643,132058,142808,154959,915760,101.9,14510,93330,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2008,10,41.3,134.5,80.3,82.1,184.4,163.1,111.2,46.8,10,310,3930,9180,13110,13420,30740,26480,15060,6630,1510,40,590,1400,1990,2030,4700,4120,2360,1030,230,30462,95095,68262,163357,163357,166711,162309,135490,141724,150951,920542,101.9,14460,93840,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2009,8.6,40.1,126.4,76.4,78,175.9,159.5,109.4,46.6,10.6,260,3780,8650,12430,12680,29550,26380,15490,6530,1560,30,570,1320,1890,1930,4540,4130,2440,1010,240,29800,94239,68420,162659,162659,167999,165335,141579,140053,147356,924981,99.7,14290,92190,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2010,8.4,35.9,116.5,69.6,71.1,161.7,152.5,105.7,44.8,10.4,250,3330,7760,11090,11340,27550,25430,15730,6220,1520,30,500,1210,1710,1740,4250,3990,2480,970,230,29498,92810,66608,159418,159418,170318,166676,148883,138803,145912,930010,94.4,13650,87780,""," 1 Mar 2021"
"LA",2011,7.9,31.2,116.3,65.9,67.4,153.2,152.6,105.7,45.6,10.3,240,2840,7250,10090,10330,26710,25620,16290,6250,1500,30,430,1120,1550,1580,4130,4020,2580,970,230,29860,90857,62385,153242,153242,174375,167875,154144,136886,146293,932815,92.9,13510,86700,""," 1 Mar 2021"
"LA",2012,6.9,28.5,108.3,60.6,62,150,152.3,109.3,47.9,10.2,210,2550,6520,9070,9280,26450,25570,17300,6600,1490,30,390,1020,1410,1440,4120,4020,2740,1030,220,30012,89536,60187,149723,149723,176398,167897,158297,137722,145438,935475,92.7,13580,86690,""," 1 Mar 2021"
"LA",2013,5.4,25.1,99.4,54.6,55.7,148.3,153.1,110.3,49.5,10.9,160,2240,5830,8070,8230,26120,25680,17920,6920,1570,20,340,920,1260,1290,4090,4050,2850,1090,240,30276,89218,58660,147878,147878,176131,167768,162416,139889,143691,937773,92.2,13600,86430,""," 1 Mar 2021"
"LA",2014,5.3,22.4,93.3,49.8,50.9,148.3,158.8,115.7,51.4,10.6,160,2020,5290,7310,7470,25690,26890,19070,7370,1490,20,310,830,1140,1170,4020,4250,3030,1160,230,30969,90027,56718,146745,146745,173284,169343,164850,143437,141267,938926,93.7,13860,87980,""," 1 Mar 2021"
"LA",2015,4.8,21.7,89.7,47.7,48.6,150.4,157.7,117.4,53.1,11.7,140,1980,5040,7020,7170,25230,27050,19500,7870,1620,20,300,790,1100,1120,3950,4270,3110,1230,250,30279,91127,56227,147354,147354,167782,171547,166081,148273,138258,939295,94.2,13920,88440,""," 1 Mar 2021"
"LA",2016,4.7,19.4,83,43.7,44.6,146.5,154.6,119.3,54.2,12.2,140,1770,4680,6450,6590,23520,26970,19820,8290,1660,20,270,730,1000,1020,3670,4250,3150,1300,260,29504,91317,56344,147661,147661,160526,174405,166108,152855,135804,937359,92.7,13640,86850,""," 1 Mar 2021"
"LA",2017,3.4,NA,NA,41.3,42,143,147.7,118.1,53.5,12.1,100,NA,NA,6050,6150,22230,25700,19360,8350,1650,10,NA,NA,940,950,3480,4060,3080,1310,250,29407,90210,56137,146347,146347,155480,173990,163945,155918,135623,931303,89.6,13130,83430,""," 1 Mar 2021"
"MA",1988,12.5,63.4,131.3,94.9,96.7,136.7,158,127.6,56.2,12.2,410,7580,13540,21120,21530,36940,46100,34090,13330,2530,50,920,1650,2570,2620,5050,6860,5230,1970,340,33043,119528,103073,222601,222601,270154,291664,267139,237140,207378,1496076,103.3,22060,154520,""," 1 Mar 2021"
"MA",1992,12.5,52.8,131,86.3,88.7,137.7,160.4,137.6,64.8,14,420,5280,9810,15090,15510,34580,43080,37830,16290,3170,50,700,1270,1970,2020,4590,6350,5780,2430,440,33355,99848,74909,174757,174757,251090,268554,274821,251345,227012,1447579,103.9,21610,150450,""," 1 Mar 2021"
"MA",1996,9.2,47.3,116.9,76,77.8,137.8,139.9,144.5,70.6,17.1,350,5150,8930,14080,14430,27510,36360,39010,19000,4190,40,660,1140,1800,1840,3580,5260,5950,2840,590,37772,108993,76383,185376,185376,199596,259862,269956,269021,244252,1428063,98.4,20070,140500,""," 1 Mar 2021"
